REF_DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2006,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,73.4,,,,1
2007,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,74.3,,,,1
2008,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,74.7,,,,1
2009,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,74.3,,,,1
2010,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,73,,,,1
2011,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,73.6,,,,1
2012,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,73.6,,,,1
2013,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,73.1,,,,1
2014,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,72.7,,,,1
2015,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,73,,,,1
2016,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,72.5,,,,1
2017,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,72.4,,,,1
2018,Alberta,2016A000248,Participation rate,Both sexes,15 years and over,Percentage,242,units,0,v2466915,10.9.1.1,71.9,,,,1
1976,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,82.9,,,,1
1977,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,82.8,,,,1
1978,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,83.2,,,,1
1979,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,84.1,,,,1
1980,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,83.9,,,,1
1981,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,85.1,,,,1
1982,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,83.9,,,,1
1983,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,83.1,,,,1
1984,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,82.6,,,,1
1985,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,82.8,,,,1
1986,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,82.3,,,,1
1987,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,81.5,,,,1
1988,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,81.3,,,,1
1989,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,81.1,,,,1
1990,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,80.9,,,,1
1991,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,80.7,,,,1
1992,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,80,,,,1
1993,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.1,,,,1
1994,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,78.9,,,,1
1995,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.4,,,,1
1996,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.6,,,,1
1997,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.4,,,,1
1998,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.6,,,,1
1999,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.2,,,,1
2000,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.1,,,,1
2001,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,78.8,,,,1
2002,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.3,,,,1
2003,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.9,,,,1
2004,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.6,,,,1
2005,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.2,,,,1
2006,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.6,,,,1
2007,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,80.7,,,,1
2008,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,81.5,,,,1
2009,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,80.4,,,,1
2010,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79,,,,1
2011,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.8,,,,1
2012,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.6,,,,1
2013,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.1,,,,1
2014,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79,,,,1
2015,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,79.3,,,,1
2016,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,78.6,,,,1
2017,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,78.4,,,,1
2018,Alberta,2016A000248,Participation rate,Males,15 years and over,Percentage,242,units,0,v2467125,10.9.2.1,77.6,,,,1
1976,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,51.6,,,,1
1977,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,52,,,,1
1978,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,53.4,,,,1
1979,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,55.2,,,,1
1980,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,57.1,,,,1
1981,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,59,,,,1
1982,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,59,,,,1
1983,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,59.9,,,,1
1984,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,61.5,,,,1
1985,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,62.3,,,,1
1986,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,62.7,,,,1
1987,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,63.3,,,,1
1988,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,64.1,,,,1
1989,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,64.3,,,,1
1990,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,64.2,,,,1
1991,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,64.5,,,,1
1992,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,64.4,,,,1
1993,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,64.4,,,,1
1994,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,65.2,,,,1
1995,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,65.1,,,,1
1996,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,65,,,,1
1997,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,64.9,,,,1
1998,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,65.6,,,,1
1999,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,65.9,,,,1
2000,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,65.2,,,,1
2001,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,65.8,,,,1
2002,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,66.4,,,,1
2003,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,67.1,,,,1
2004,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,67.3,,,,1
2005,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,66,,,,1
2006,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,67,,,,1
2007,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,67.7,,,,1
2008,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,67.7,,,,1
2009,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,68,,,,1
2010,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,66.8,,,,1
2011,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,67.2,,,,1
2012,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,67.4,,,,1
2013,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,67,,,,1
2014,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,66.2,,,,1
2015,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,66.6,,,,1
2016,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,66.3,,,,1
2017,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,66.2,,,,1
2018,Alberta,2016A000248,Participation rate,Females,15 years and over,Percentage,242,units,0,v2467335,10.9.3.1,66.1,,,,1
1976,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,64.7,,,,1
1977,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,64.6,,,,1
1978,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,65.3,,,,1
1979,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,67.2,,,,1
1980,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,68.1,,,,1
1981,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,69.5,,,,1
1982,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,66.2,,,,1
1983,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,63.8,,,,1
1984,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,64,,,,1
1985,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,65.5,,,,1
1986,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,65.4,,,,1
1987,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,65.4,,,,1
1988,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,66.9,,,,1
1989,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,67.5,,,,1
1990,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,67.6,,,,1
1991,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,66.6,,,,1
1992,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,65.4,,,,1
1993,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,64.9,,,,1
1994,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,65.7,,,,1
1995,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,66.6,,,,1
1996,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,67.4,,,,1
1997,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,67.9,,,,1
1998,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,68.6,,,,1
1999,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,68.4,,,,1
2000,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,68.6,,,,1
2001,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,68.9,,,,1
2002,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,69.1,,,,1
2003,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,69.8,,,,1
2004,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,70.1,,,,1
2005,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,69.8,,,,1
2006,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,70.9,,,,1
2007,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,71.7,,,,1
2008,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,72.1,,,,1
2009,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,69.5,,,,1
2010,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,68.2,,,,1
2011,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,69.6,,,,1
2012,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,70.2,,,,1
2013,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,69.8,,,,1
2014,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,69.3,,,,1
2015,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,68.6,,,,1
2016,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,66.6,,,,1
2017,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,66.7,,,,1
2018,Alberta,2016A000248,Employment rate,Both sexes,15 years and over,Percentage,242,units,0,v2466936,10.10.1.1,67.2,,,,1
1976,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,80,,,,1
1977,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,79.4,,,,1
1978,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,79.7,,,,1
1979,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,81.2,,,,1
1980,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,80.9,,,,1
1981,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,81.9,,,,1
1982,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,77.1,,,,1
1983,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,73.3,,,,1
1984,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,72.7,,,,1
1985,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,74.7,,,,1
1986,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,73.6,,,,1
1987,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,73.5,,,,1
1988,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,74.8,,,,1
1989,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,75.4,,,,1
1990,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,75.3,,,,1
1991,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,73.8,,,,1
1992,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,72.2,,,,1
1993,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,71.5,,,,1
1994,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,72.1,,,,1
1995,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,73,,,,1
1996,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,74,,,,1
1997,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,74.9,,,,1
1998,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,75,,,,1
1999,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,74.5,,,,1
2000,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,75.2,,,,1
2001,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,75,,,,1
2002,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,74.8,,,,1
2003,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,75.7,,,,1
2004,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,76,,,,1
2005,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,76.2,,,,1
2006,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,77,,,,1
2007,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,78,,,,1
2008,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,78.7,,,,1
2009,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,74.7,,,,1
2010,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,73.5,,,,1
2011,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,75.3,,,,1
2012,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,76,,,,1
2013,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,75.5,,,,1
2014,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,75.5,,,,1
2015,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,74.2,,,,1
2016,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,71.6,,,,1
2017,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,71.9,,,,1
2018,Alberta,2016A000248,Employment rate,Males,15 years and over,Percentage,242,units,0,v2467146,10.10.2.1,72.3,,,,1
1976,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,49.2,,,,1
1977,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,49.3,,,,1
1978,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,50.3,,,,1
1979,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,52.6,,,,1
1980,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,54.7,,,,1
1981,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,56.4,,,,1
1982,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,54.8,,,,1
1983,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,54,,,,1
1984,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,55.1,,,,1
1985,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,56.3,,,,1
1986,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,57.1,,,,1
1987,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,57.3,,,,1
1988,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,58.9,,,,1
1989,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,59.7,,,,1
1990,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,59.8,,,,1
1991,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,59.5,,,,1
1992,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,58.5,,,,1
1993,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,58.2,,,,1
1994,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,59.2,,,,1
1995,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,60.2,,,,1
1996,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,60.7,,,,1
1997,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,61,,,,1
1998,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,62.1,,,,1
1999,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,62.3,,,,1
2000,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,62,,,,1
2001,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,62.8,,,,1
2002,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,63.2,,,,1
2003,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,63.8,,,,1
2004,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,64.1,,,,1
2005,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,63.3,,,,1
2006,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,64.6,,,,1
2007,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,65.2,,,,1
2008,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,65.2,,,,1
2009,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,64.1,,,,1
2010,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,62.7,,,,1
2011,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,63.7,,,,1
2012,Alberta,2016A000248,Employment rate,Females,15 years and over,Percentage,242,units,0,v2467356,10.10.3.1,64.2,,,,1
